ModelID,ScenarioID,TemperatureID,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50
20,368,5,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
40,536,8,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
21,473,7,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
2,537,8,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
20,41,2,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
21,538,8,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
40,539,8,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
20,101,3,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
20,384,5,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
20,184,3,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
20,60,1,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
27,135,2,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
27,478,7,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
4,137,2,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
20,303,4,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
20,308,4,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
40,540,8,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
20,178,3,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
20,358,5,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
20,314,5,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
20,192,3,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
20,213,4,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
27,463,7,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
20,462,7,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
20,347,5,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
20,205,3,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
4,147,2,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
27,449,7,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
27,383,6,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
40,541,8,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
25,381,7,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
20,172,3,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
4,60,2,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
20,123,3,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
20,305,4,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
4,47,1,7.26951708984375,9.746141796875,12.2227665039063,14.6993912109375,17.1760159179688,19.652640625,59.9381925,100.223744375,140.50929625,180.794848125,221.0804,471.37554,721.67068,971.96582,1222.26096,1472.5561,2261.4044,3050.2527,3839.101,4627.9493,5416.7976,5943.40136,6470.00512,6996.60888,7523.21264,8049.8164,8108.39798,8166.97956,8225.56114,8284.14272,8342.7243,8315.80428,8288.88426,8261.96424,8235.04422,8208.1242,8320.39548,8432.66676,8544.93804,8657.20932,8769.4806
